card_id,trophy_bin,appearances,wins_with_card,total_battles_bin,usage_rate,win_rate,card_name
28000006,10000-14999,803,411,10049,0.07990844860185094,0.5118306351183064,Mirror
26000103,10000-14999,782,357,10049,0.07781868842670912,0.45652173913043476,Boss Bandit
26000067,10000-14999,767,391,10049,0.07632600258732213,0.5097783572359843,Elixir Golem
26000008,10000-14999,748,317,10049,0.07443526719076525,0.42379679144385024,Barbarians
26000019,10000-14999,724,390,10049,0.07204696984774604,0.5386740331491713,Spear Goblins
26000034,10000-14999,709,340,10049,0.07055428400835904,0.4795486600846262,Bowler
26000031,10000-14999,685,360,10049,0.06816598666533984,0.5255474452554745,Fire Spirit
26000074,10000-14999,682,295,10049,0.06786744949746243,0.43255131964809385,Golden Knight
27000009,10000-14999,659,340,10049,0.06557866454373569,0.5159332321699545,Tombstone
26000085,10000-14999,642,285,10049,0.06388695392576375,0.4439252336448598,Electro Giant
26000057,10000-14999,641,368,10049,0.06378744153647128,0.5741029641185648,Flying Machine
26000060,10000-14999,595,295,10049,0.059209871629017814,0.4957983193277311,Goblin Giant
26000039,10000-14999,585,295,10049,0.05821474773609314,0.5042735042735043,Mega Minion
